时间,车流量,温度,湿度,气压,道路拥堵指数,车速(m/s)
2023/4/6 0:00,3234,24.21239826,42.16094234,101.2258735,0.506621592,22
2023/4/6 0:15,3469,10.68727439,32.85635681,100.8336527,0.510548805,23
2023/4/6 0:30,2491,14.23646306,57.98285685,100.6919824,0.451611073,24
2023/4/6 0:45,1941,6.667396676,34.85474593,100.9675105,0.629783172,24
2023/4/6 1:00,2090,17.79173775,61.50024714,101.57119,0.559520888,24
2023/4/6 1:15,2094,9.636327418,55.58291796,101.3043313,0.591717549,24
2023/4/6 1:30,2728,4.534980932,41.60408776,101.3604636,0.333699371,24
2023/4/6 1:45,1646,19.77053621,52.93273302,100.6996403,0.621827492,24
2023/4/6 2:00,2681,16.35964908,78.13188031,100.5908886,0.519115515,23
2023/4/6 2:15,1797,12.34847625,60.40311241,101.5281454,0.558118219,22
2023/4/6 2:30,1583,26.2397855,52.29341141,101.0059608,0.417489482,22
2023/4/6 2:45,2476,18.98889642,59.19171091,102.1312131,0.528304691,22
2023/4/6 3:00,2380,13.81997949,39.09516756,100.1752671,0.305947986,23
2023/4/6 3:15,1911,25.51673021,56.51363047,100.7671012,0.543296664,24
2023/4/6 3:30,3152,9.97827136,46.43439544,101.4320908,0.396406953,24
2023/4/6 3:45,2592,21.08860017,42.42115705,100.8089153,0.530587718,24
2023/4/6 4:00,2910,14.77219118,52.92884793,102.1585016,0.539676556,24
2023/4/6 4:15,2067,5.359533843,53.38824291,101.6226714,0.555621865,23
2023/4/6 4:30,1732,8.07267656,63.84938677,101.4458292,0.370360228,27
2023/4/6 4:45,1750,4.257987429,43.73933474,101.4001447,0.513032354,27
2023/4/6 5:00,2228,14.52148998,63.71039464,101.3003797,0.732965299,28
2023/4/6 5:15,2974,17.66303347,45.99022511,101.220975,0.54136537,16
2023/4/6 5:30,3281,17.32953704,47.05251659,100.84189,0.410790494,16
2023/4/6 5:45,3433,13.78438736,65.31113381,101.5181336,0.445201461,17
2023/4/6 6:00,2201,21.31334803,52.26278637,101.7349525,0.497403765,15
2023/4/6 6:15,1650,16.27819035,35.11842035,100.914898,0.499847528,15
2023/4/6 6:30,3457,14.80906858,49.11473766,101.9530194,0.359903538,14
2023/4/6 6:45,1601,10.20604146,47.22211141,101.5525896,0.548938033,14
2023/4/6 7:00,2272,6.65343461,51.74553576,101.7174747,0.359125317,13
2023/4/6 7:15,2775,9.1563984,40.90263454,101.7290327,0.70418841,14
2023/4/6 7:30,2841,20.79224808,57.72736012,101.5061351,0.436061683,14
2023/4/6 7:45,2033,12.78814812,58.11731183,100.6272559,0.415680363,14
2023/4/6 8:00,2896,8.446934752,58.12209624,101.5689722,0.451503922,13
2023/4/6 8:15,1500,17.47753655,48.12946812,101.269898,0.726431284,14
2023/4/6 8:30,1897,11.43338864,55.5032646,101.1047934,0.52485917,14
2023/4/6 8:45,3412,14.53058167,47.6551563,101.5216917,0.539284389,15
2023/4/6 9:00,1507,6.91900939,57.68057413,101.0817601,0.623364612,15
2023/4/6 9:15,2335,12.51456303,51.23009918,100.8175374,0.531016898,15
2023/4/6 9:30,3091,13.74712674,55.13787221,101.7624075,0.386064597,14
2023/4/6 9:45,1668,14.96429293,43.06199734,101.8657254,0.549762311,14
2023/4/6 10:00,1871,18.0688324,44.37969757,101.7360099,0.411758973,14
2023/4/6 10:15,3338,23.35448238,50.07070285,101.7627849,0.573438452,14
2023/4/6 10:30,2991,21.31575074,66.41699374,100.2201938,0.529044231,15
2023/4/6 10:45,1602,16.05540489,33.79261891,101.4467089,0.39842942,15
2023/4/6 11:00,3274,11.15763118,63.77332295,100.6186634,0.474107143,15
2023/4/6 11:15,2602,11.63474325,49.08304881,100.9873699,0.560554991,16
2023/4/6 11:30,3372,17.64980609,54.18512654,101.5829386,0.509930161,15
2023/4/6 11:45,2037,22.90424593,56.80435428,100.7191269,0.347392534,14
2023/4/6 12:00,3350,17.29377292,23.74008776,101.6231446,0.527651523,15
2023/4/6 12:15,3178,17.47168106,71.43154723,100.5130346,0.433493389,16
2023/4/6 12:30,2449,3.283574456,57.23632757,100.5509373,0.636241968,16
2023/4/6 12:45,2590,12.55237602,41.53702972,101.8599976,0.486433055,16
2023/4/6 13:00,1718,17.21187128,58.84341788,100.7465711,0.521223442,16
2023/4/6 13:15,3075,20.4555224,66.70614895,101.9332863,0.579772018,16
2023/4/6 13:30,2036,11.52394313,40.4153383,101.0620975,0.457200788,16
2023/4/6 13:45,2307,14.00709992,55.53761588,100.8312443,0.34028782,16
2023/4/6 14:00,3417,16.28933382,49.22189474,102.1698697,0.488174018,17
2023/4/6 14:15,2636,22.84929658,49.62651312,101.9547102,0.506820635,19
2023/4/6 14:30,1804,13.98008619,38.75713588,101.78991,0.442581932,18
2023/4/6 14:45,1746,25.44523499,50.12301624,102.4883474,0.473236069,18
2023/4/6 15:00,2629,18.56100456,51.46263811,100.9968684,0.340280192,17
2023/4/6 15:15,3099,21.60710105,52.81307937,100.6314652,0.404656188,17
2023/4/6 15:30,1805,17.08365877,42.31791362,100.6613594,0.575947367,16
2023/4/6 15:45,2664,9.766694832,31.9289812,101.5528517,0.586474224,16
2023/4/6 16:00,2670,9.446368692,60.12223636,102.2167597,0.556995358,16
2023/4/6 16:15,2868,7.380167576,58.63817551,101.9128763,0.620526309,15
2023/4/6 16:30,1550,16.28871989,57.23808321,101.2448699,0.392185419,15
2023/4/6 16:45,2753,12.17446799,34.61697149,101.6504968,0.524087174,14
2023/4/6 17:00,2762,15.61353007,56.79371269,101.8786981,0.500096804,15
2023/4/6 17:15,2785,15.97965161,38.27790532,101.722558,0.743332888,15
2023/4/6 17:30,2753,18.76292566,54.61172709,101.2181884,0.54886644,15
2023/4/6 17:45,2495,11.10057545,43.67316273,101.7362976,0.309282858,14
2023/4/6 18:00,1906,14.24666706,59.40522794,101.7127085,0.382234049,14
2023/4/6 18:15,3218,12.83057265,62.7339251,101.6707644,0.59166588,14
2023/4/6 18:30,3349,10.0425713,36.08515721,99.92429275,0.530733561,14
2023/4/6 18:45,2409,12.97181421,61.15945965,101.3614043,0.50753741,14
2023/4/6 19:00,3022,15.01836,53.91117329,100.8989273,0.565100357,14
2023/4/6 19:15,1998,18.09015799,48.53419589,101.661733,0.445238353,14
2023/4/6 19:30,2541,16.35361439,46.39037032,101.4439338,0.566402411,14
2023/4/6 19:45,3068,17.13007865,46.70765002,101.2811567,0.310956277,14
2023/4/6 20:00,1845,17.25903793,59.73673247,100.9056031,0.403027366,15
2023/4/6 20:15,2878,11.79840373,40.37947629,101.2311088,0.596308927,14
2023/4/6 20:30,2572,17.35537963,38.35040402,101.2028113,0.634353123,14
2023/4/6 20:45,2476,18.59055671,42.3483315,101.0210408,0.399537494,14
2023/4/6 21:00,1640,17.24751619,46.92877672,100.3463283,0.373099553,14
2023/4/6 21:15,3036,11.0383648,50.50677913,100.5778819,0.555616759,15
2023/4/6 21:30,1774,9.697767282,42.91312463,101.5837203,0.526700441,15
2023/4/6 21:45,2072,10.6003991,53.55343991,101.750259,0.359150053,15
2023/4/6 22:00,2005,13.44916791,72.05937429,100.4696646,0.39468749,15
2023/4/6 22:15,2125,15.76559436,45.47458786,101.3621198,0.461316132,16
2023/4/6 22:30,2793,4.471892998,54.54785493,101.5286476,0.758926112,16
2023/4/6 22:45,2338,20.67192442,55.14412143,99.77326932,0.494528892,16
2023/4/6 23:00,2875,9.525503424,62.08658351,100.3764834,0.588849695,16
2023/4/6 23:15,3023,9.418509995,49.00024044,101.1967573,0.629045532,16
2023/4/6 23:30,1864,7.628056989,38.20289313,101.6735632,0.356261865,16
2023/4/6 23:45,3380,14.32090202,35.94432807,100.8246012,0.551065163,16
2023/4/7 0:00,3368,15.51958863,56.55323319,101.8344732,0.531619026,19
2023/4/7 0:15,3077,5.495361939,43.4060658,100.7315148,0.638379295,18
2023/4/7 0:30,3457,15.46188633,46.45102635,101.265741,0.579268996,19
2023/4/7 0:45,1705,10.87192814,64.88945676,101.0723725,0.494502629,19
2023/4/7 1:00,2618,12.34581473,50.97751555,101.3890941,0.65273139,19
2023/4/7 1:15,1990,15.12187921,56.75035393,101.0055882,0.460828282,18
2023/4/7 1:30,2058,13.77911069,56.14429643,100.9056263,0.640088655,18
2023/4/7 1:45,2003,12.98998057,60.13233619,101.0237014,0.597681906,17
2023/4/7 2:00,3171,15.35339003,51.21537231,101.3527545,0.519786546,17
2023/4/7 2:15,2418,12.30200077,59.36623431,101.6841058,0.510178232,18
2023/4/7 2:30,1825,17.97564287,60.80460082,101.906388,0.365369537,17
2023/4/7 2:45,3063,21.85138241,53.13466158,100.7884344,0.572245587,17
2023/4/7 3:00,2662,19.14616259,51.27221317,100.4158627,0.457269199,18
2023/4/7 3:15,2116,18.53673622,63.29687731,100.5318046,0.394112381,18
2023/4/7 3:30,2602,13.18702909,42.60934854,101.2615138,0.571294881,18
2023/4/7 3:45,2448,15.15114469,52.79675875,101.0937663,0.54445439,17
2023/4/7 4:00,3491,9.430693627,44.79293178,100.9392588,0.571296602,17
2023/4/7 4:15,3165,12.37090636,37.11772259,101.5971501,0.599894758,17
2023/4/7 4:30,3159,14.96875455,32.97395478,100.7800127,0.555319718,17
2023/4/7 4:45,3321,7.496651873,69.34328956,100.9503743,0.697153682,17
2023/4/7 5:00,2240,16.652458,29.36723925,101.7045296,0.471523344,16
2023/4/7 5:15,1841,9.021879014,36.71776908,101.5003491,0.357553348,16
2023/4/7 5:30,2543,4.63424458,57.45289954,101.3327038,0.479773282,16
2023/4/7 5:45,3274,13.15717758,52.80532063,101.5193105,0.710260466,19
2023/4/7 6:00,2173,23.68762309,48.94118363,101.1518053,0.574058189,21
2023/4/7 6:15,1787,17.57503052,67.90323366,100.8125224,0.599237873,22
2023/4/7 6:30,3007,8.640653585,46.38735682,101.8528027,0.348268417,22
2023/4/7 6:45,1806,11.82509712,47.56034497,100.4060484,0.449415364,22
2023/4/7 7:00,1827,18.16934381,42.65691446,101.2727939,0.613873348,22
2023/4/7 7:15,3433,21.00516118,38.05918352,100.626686,0.450747677,21
2023/4/7 7:30,1942,8.284126063,55.01026097,101.2046129,0.786578154,20
2023/4/7 7:45,2779,24.11147508,48.20370664,101.3127821,0.473226992,21
2023/4/7 8:00,2414,20.92733181,36.27394233,101.0108736,0.398209309,21
2023/4/7 8:15,3178,23.43592314,44.61734365,101.903129,0.428557468,21
2023/4/7 8:30,2976,23.24442352,63.17375128,101.1406822,0.511832621,21
2023/4/7 8:45,1579,14.85018225,58.08743293,100.8960682,0.550776432,21
2023/4/7 9:00,2909,22.17580282,39.49254489,102.3184939,0.302925853,19
2023/4/7 9:15,3111,13.50658716,46.8196283,100.7196095,0.541860785,19
2023/4/7 9:30,1833,23.30408892,41.71290235,101.5715115,0.340680073,19
2023/4/7 9:45,3265,17.49639742,59.35464143,100.6181306,0.471930391,19
2023/4/7 10:00,2543,20.06266306,42.21171503,101.8486028,0.547222239,19
2023/4/7 10:15,2372,8.645409491,57.74787873,100.5934567,0.469690422,19
2023/4/7 10:30,1973,22.69850601,62.41576375,101.5959738,0.314655312,21
2023/4/7 10:45,2643,19.32385867,58.57425683,101.0818399,0.690563076,21
2023/4/7 11:00,1709,3.188402256,34.6944285,100.9643485,0.688350114,22
2023/4/7 11:15,2553,18.79666647,33.31807719,101.3845955,0.494562415,21
2023/4/7 11:30,3131,16.37059113,45.28611861,101.49785,0.574402472,22
2023/4/7 11:45,2001,7.254691819,58.05069276,101.6711561,0.495029423,22
2023/4/7 12:00,2864,11.34576833,55.60968315,101.3929046,0.509125022,24
2023/4/7 12:15,3327,13.83738847,60.0713931,101.871725,0.609369548,24
2023/4/7 12:30,1668,20.70670534,45.61401158,101.5059475,0.427885261,23
2023/4/7 12:45,1696,13.9203045,48.30178562,101.0777591,0.422664794,22
2023/4/7 13:00,1579,12.28461324,62.85730963,101.2723045,0.431382618,22
2023/4/7 13:15,1732,18.00442716,45.75804329,101.2610595,0.430979087,22
2023/4/7 13:30,2080,20.71244337,63.37453176,101.2260942,0.493887768,21
2023/4/7 13:45,2134,16.41805461,53.41466966,102.110623,0.679238975,21
2023/4/7 14:00,3423,14.43641185,45.14345481,100.7708547,0.44387861,20
2023/4/7 14:15,2001,17.14527288,37.19661128,101.6609077,0.567538831,20
2023/4/7 14:30,1890,11.74779184,57.84056128,102.5860977,0.413954989,19
2023/4/7 14:45,2133,20.79977602,42.61542292,101.4227701,0.45993443,19
2023/4/7 15:00,2439,14.32517893,39.63481756,101.3817793,0.46392461,19
2023/4/7 15:15,2307,15.67156716,43.39667595,101.9826672,0.562431414,19
2023/4/7 15:30,2091,10.24050285,50.32079456,101.5377473,0.663052004,19
2023/4/7 15:45,2409,13.25451199,65.63293377,101.4716557,0.674788025,19
2023/4/7 16:00,3222,15.23487294,52.03650673,100.8258681,0.563791826,19
2023/4/7 16:15,2349,5.761575373,41.2780776,100.4635173,0.542020717,19
2023/4/7 16:30,2692,16.66927884,38.60882438,102.2139115,0.504103527,21
2023/4/7 16:45,1667,2.96494465,57.04523908,101.7028346,0.665945151,19
2023/4/7 17:00,3093,15.11184353,53.40379559,102.0965024,0.378880367,19
2023/4/7 17:15,1714,10.0256699,49.60764043,101.6687768,0.506629392,20
2023/4/7 17:30,3170,16.81179168,43.55079212,101.3466846,0.412241636,20
2023/4/7 17:45,2291,15.56553805,34.92532903,101.5899498,0.380299261,23
2023/4/7 18:00,3171,15.43029987,26.24975431,101.7079763,0.671340651,23
2023/4/7 18:15,2751,10.16786892,37.80711668,101.1323107,0.586683227,21
2023/4/7 18:30,1641,12.09844232,42.35717805,100.1524733,0.390881421,21
2023/4/7 18:45,2570,9.10474571,62.81194676,101.1390258,0.66553335,19
2023/4/7 19:00,2201,11.24664258,52.76824826,100.8164574,0.402730284,18
2023/4/7 19:15,2112,15.81816504,58.96812466,101.3396767,0.430422393,18
2023/4/7 19:30,1970,12.06478259,46.88229322,101.3494264,0.681337923,18
2023/4/7 19:45,2632,12.6281704,43.05314759,101.6608248,0.359786438,18
2023/4/7 20:00,2445,13.68024512,72.69152564,101.6039708,0.656788558,17
2023/4/7 20:15,3283,16.35792259,43.01221651,100.9187035,0.486170686,18
2023/4/7 20:30,2034,31.15293913,40.73459743,100.97817,0.521181667,30
2023/4/7 20:45,2110,13.27496572,55.01651316,100.2343283,0.555507547,30
2023/4/7 21:00,2661,19.71017572,56.59068848,101.8185339,0.455290672,30
2023/4/7 21:15,2657,8.563939475,54.97951755,101.1043563,0.451470465,31
2023/4/7 21:30,2845,24.50595024,50.47789591,102.0166633,0.539507148,31
2023/4/7 21:45,2032,13.31950236,42.64802442,101.9649649,0.563492578,31
2023/4/7 22:00,2017,19.79260773,36.90475239,101.5756071,0.474795351,32
2023/4/7 22:15,1791,-2.538407344,48.4038093,101.5997879,0.522139554,36
2023/4/7 22:30,3392,5.843134759,45.67495624,101.3725703,0.49217591,32
2023/4/7 22:45,2037,21.31390371,47.82898284,101.4306117,0.425741275,31
2023/4/7 23:00,3304,22.75601129,44.08990885,101.2449984,0.535482253,32
2023/4/7 23:15,2860,7.273574989,48.83428008,102.2963784,0.378028228,31
2023/4/7 23:30,2685,25.12823195,47.67302782,101.8543612,0.544650844,31
2023/4/7 23:45,1733,12.10162819,54.31568752,101.5597674,0.544542859,30
2023/4/8 0:00,2270,8.16406909,40.36623601,101.1274805,0.463439105,30
2023/4/8 0:15,1644,19.07218842,42.44653363,101.0573897,0.46270876,30
2023/4/8 0:30,1754,20.07139161,48.57908141,102.2308959,0.491168941,31
2023/4/8 0:45,1620,6.079369687,45.44329113,101.6651596,0.410230216,30
2023/4/8 1:00,2112,10.75768354,37.29622582,101.4265219,0.677788835,30
2023/4/8 1:15,2863,11.67862072,52.67876066,100.7180526,0.528296578,31
2023/4/8 1:30,2498,18.69943093,65.30096292,100.5019446,0.5849832,29
2023/4/8 1:45,3136,19.98886293,55.00668489,101.1889992,0.393752499,29
2023/4/8 2:00,2724,15.23866924,47.30146878,101.9398492,0.478106571,22
2023/4/8 2:15,1918,14.76165973,30.50270093,100.3966015,0.483618823,21
2023/4/8 2:30,1892,15.10724061,55.34306473,101.6689344,0.504179823,21
2023/4/8 2:45,1944,17.85037901,29.675694,101.0694965,0.409322962,21
2023/4/8 3:00,3031,7.35716401,45.58229303,101.0234721,0.420227343,21
2023/4/8 3:15,2936,16.02889419,35.01955204,102.1058574,0.280968663,21
2023/4/8 3:30,3346,17.19966193,43.83072814,101.3963751,0.366574102,20
2023/4/8 3:45,2607,11.87512724,49.16472619,101.1063572,0.332842966,20
2023/4/8 4:00,1834,21.74367662,61.11943275,100.7780671,0.361853683,20
2023/4/8 4:15,2939,19.05238809,46.70191231,100.9538652,0.748721893,19
2023/4/8 4:30,2352,15.74729221,55.46357397,100.5777322,0.519100435,19
2023/4/8 4:45,2756,16.99009739,44.07146531,101.3062574,0.50830479,20
2023/4/8 5:00,3433,15.66157244,42.40971686,100.8756061,0.571043174,20
2023/4/8 5:15,3141,18.73818074,38.35835815,100.8911453,0.370997302,20
2023/4/8 5:30,1809,22.85652704,59.92286834,101.3996399,0.574787803,20
2023/4/8 5:45,1718,11.82718246,55.52414539,100.4068523,0.457412378,20
2023/4/8 6:00,2917,18.850181,29.09608783,101.2276699,0.672227088,19
2023/4/8 6:15,2412,21.54309873,51.33147518,101.9513882,0.52456908,18
2023/4/8 6:30,1767,10.11885324,41.59489255,101.6165923,0.511314237,18
2023/4/8 6:45,1842,19.74655606,46.06791192,100.5468277,0.580797991,18
2023/4/8 7:00,2842,7.19655857,49.16116756,101.3821902,0.324772011,18
2023/4/8 7:15,2858,23.38837194,34.40866175,100.8064067,0.435851513,16
2023/4/8 7:30,2523,14.24159105,41.28995057,101.205114,0.350976761,16
2023/4/8 7:45,2962,21.13767529,41.63628519,101.2603554,0.531179791,17
2023/4/8 8:00,3001,14.71987892,52.71460548,101.3989633,0.534948213,18
2023/4/8 8:15,2604,24.1082561,47.14628616,101.3521569,0.450333771,18
2023/4/8 8:30,1581,20.6911421,30.17335371,101.371125,0.489792776,19
2023/4/8 8:45,2292,18.57136102,44.34119544,100.4579085,0.68430279,18
2023/4/8 9:00,1718,20.04098037,39.1456532,101.1503726,0.57612003,18
2023/4/8 9:15,3238,23.31064843,56.61856348,101.3108763,0.477630265,19
2023/4/8 9:30,1641,16.50519824,60.98509121,101.4818056,0.409763817,19
2023/4/8 9:45,2509,19.05203391,49.89793972,101.3206926,0.635972991,19
2023/4/8 10:00,3271,7.749790167,53.30537976,101.6773803,0.498757046,19
2023/4/8 10:15,3289,15.90599858,63.4676854,100.6574048,0.466227512,19
2023/4/8 10:30,2459,5.845010825,61.83084654,101.5897431,0.475078097,18
2023/4/8 10:45,1614,14.07359088,43.56546697,101.2016145,0.449530676,18
2023/4/8 11:00,1670,24.25436467,62.43949248,101.2066394,0.382991856,19
2023/4/8 11:15,3415,7.406623241,51.44933572,101.7838466,0.350058573,19
2023/4/8 11:30,2739,17.60058085,55.27481435,101.3845588,0.51597327,19
2023/4/8 11:45,2958,14.28705354,33.55583835,101.5350088,0.432287996,19
2023/4/8 12:00,2051,13.77637843,57.01145133,101.8897103,0.487424349,18
2023/4/8 12:15,2319,10.4196988,40.96510469,100.5029162,0.36847308,18
2023/4/8 12:30,2867,6.140113167,41.24520738,101.1127008,0.637845973,18
2023/4/8 12:45,3235,16.67711842,44.53828878,101.3493355,0.527766901,18
2023/4/8 13:00,1674,15.15350397,49.77191011,100.8407963,0.664201235,18
2023/4/8 13:15,3310,14.52894873,47.36176825,100.5712857,0.65568562,18
2023/4/8 13:30,1714,10.40619504,50.32649973,100.613634,0.540173829,18
2023/4/8 13:45,2033,17.25905521,56.57818602,101.3789485,0.428900269,18
2023/4/8 14:00,2523,21.87861408,43.7069285,100.829659,0.633660928,18
2023/4/8 14:15,1664,16.32255181,46.98590223,102.0784745,0.5778171,18
2023/4/8 14:30,2437,11.01914052,43.34190421,100.702875,0.455682182,18
2023/4/8 14:45,1962,14.7069204,50.13712459,102.204664,0.687136785,18
2023/4/8 15:00,2055,22.3969329,63.54299181,101.7611164,0.400741778,18
2023/4/8 15:15,3457,12.85079494,43.31912798,101.3888036,0.46372681,18
2023/4/8 15:30,1739,14.67709343,55.91791774,101.2668998,0.368571437,18
2023/4/8 15:45,2779,9.850712878,39.42888435,101.2707058,0.447154549,18
2023/4/8 16:00,2703,14.9592683,50.69019101,100.8995803,0.575415891,18
2023/4/8 16:15,2790,11.19602254,43.02453735,100.825684,0.566970475,17
2023/4/8 16:30,2307,12.87569716,42.81172572,102.1616767,0.458148595,17
2023/4/8 16:45,1878,19.83441634,80.6918549,101.8031046,0.333979194,19
2023/4/8 17:00,3482,17.76086491,34.64699417,100.6678034,0.486028226,18
2023/4/8 17:15,1788,11.49948146,47.35234987,101.3740899,0.650868159,18
2023/4/8 17:30,2583,14.76369326,54.38085607,101.4693035,0.535340388,18
2023/4/8 17:45,2683,13.6143651,55.98915187,100.9641906,0.681715582,18
2023/4/8 18:00,1570,2.793968687,50.37113437,101.8117477,0.428561009,18
2023/4/8 18:15,2694,24.74763235,58.90757194,101.7394591,0.420934452,18
2023/4/8 18:30,2450,12.71995565,60.95095819,101.5205489,0.3392056,17
2023/4/8 18:45,2449,14.76139603,50.08953381,102.2997515,0.501378559,17
2023/4/8 19:00,3000,13.23790563,55.28357028,100.6623619,0.609840108,17
2023/4/8 19:15,2123,12.18672088,55.26828031,101.1299657,0.493944071,16
2023/4/8 19:30,2639,26.33005912,51.20305049,101.6031337,0.543595861,16
2023/4/8 19:45,3351,29.77401861,73.22157695,101.5292907,0.366557999,16
2023/4/8 20:00,3096,11.65721139,48.30344314,100.8614543,0.446891075,16
2023/4/8 20:15,2487,18.40145512,40.7563781,101.2337761,0.494186552,16
2023/4/8 20:30,1586,13.71764627,43.36327524,100.917276,0.381631949,16
2023/4/8 20:45,2083,14.13108737,43.95990183,101.3064982,0.594320181,16
2023/4/8 21:00,2294,15.98539695,72.07074008,101.2793882,0.60500431,16
2023/4/8 21:15,3010,10.01665216,50.41217258,101.3765238,0.353469486,16
2023/4/8 21:30,2078,21.86852111,56.67500028,101.2659649,0.415079211,16
2023/4/8 21:45,1864,20.46072369,27.40345388,101.7010293,0.502842753,16
2023/4/8 22:00,2308,6.652006671,54.32036804,100.6138541,0.489222798,17
2023/4/8 22:15,2502,19.89645697,34.38069669,100.8374998,0.223754519,17
2023/4/8 22:30,2592,13.154341,43.5694378,101.5633833,0.794398301,16
2023/4/8 22:45,3116,20.90027686,64.99663883,100.5719922,0.374987442,16
2023/4/8 23:00,2966,14.77299107,68.11030603,100.9736891,0.626729992,16
2023/4/8 23:15,2062,13.2088505,65.20463729,101.1945234,0.441628819,16
2023/4/8 23:30,1892,10.05702427,46.52790149,100.9581308,0.410230862,16
2023/4/8 23:45,2359,16.61305546,54.1699329,101.7278097,0.475611929,16
2023/4/9 0:00,2239,19.40695097,34.39731715,101.0742981,0.561659104,18
2023/4/9 0:15,2830,19.13925817,49.53880499,100.406259,0.39657259,16
2023/4/9 0:30,3191,14.39575112,28.55289171,101.1471049,0.574602864,17
2023/4/9 0:45,2996,22.38119449,39.8385603,101.591327,0.430226724,17
2023/4/9 1:00,3476,15.8062693,60.99450712,102.0190408,0.413228232,17
2023/4/9 1:15,3270,24.92587975,40.12240655,101.3097897,0.530722503,19
2023/4/9 1:30,1867,13.7035505,34.63658736,101.8085576,0.426278795,19
2023/4/9 1:45,1688,16.9302903,51.1846857,101.5721703,0.520835138,20
2023/4/9 2:00,3320,16.38474191,41.02602714,100.7135842,0.417992453,20
2023/4/9 2:15,2305,20.8907325,64.54991961,102.066091,0.504135069,20
2023/4/9 2:30,2017,15.30999733,73.59870031,101.0614816,0.372629409,31
2023/4/9 2:45,3165,13.77929023,61.864538,100.7441566,0.318037813,15
2023/4/9 3:00,3134,16.07346885,48.95101165,101.2782445,0.405012557,19
2023/4/9 3:15,2547,21.05206588,41.07757375,101.7275856,0.456303179,19
2023/4/9 3:30,2784,12.64134799,67.69053505,101.743913,0.385177155,19
2023/4/9 3:45,2081,15.91653543,71.76876744,101.2871322,0.521824677,18
2023/4/9 4:00,2647,24.09252518,57.8939079,101.4823893,0.446576757,18
2023/4/9 4:15,2734,14.15618098,38.89856484,100.9489575,0.482481569,18
2023/4/9 4:30,2868,16.19501533,55.52926287,101.1391473,0.73767764,17
2023/4/9 4:45,3155,17.51468676,46.63152261,101.0580781,0.566256348,17
2023/4/9 5:00,3301,13.06801663,39.73029942,101.462017,0.591836422,17
2023/4/9 5:15,2883,23.31392247,43.61824826,100.8371016,0.355301722,17
2023/4/9 5:30,1867,12.75672567,64.06086663,102.2957221,0.476800667,16
2023/4/9 5:45,2714,22.07531735,59.94104626,101.4852983,0.35126039,16
2023/4/9 6:00,3073,17.30355698,47.09403953,100.6263255,0.549055405,17
2023/4/9 6:15,2331,9.382896784,60.10040634,101.0411872,0.500926589,17
2023/4/9 6:30,2310,9.196874135,65.59147806,101.1991013,0.540303592,16
2023/4/9 6:45,2492,24.30999696,47.28031924,101.304577,0.414963231,16
2023/4/9 7:00,2975,20.45114802,58.17965449,101.9486533,0.542714386,15
2023/4/9 7:15,3379,13.85308323,53.60809142,101.7767897,0.499436371,15
2023/4/9 7:30,2413,12.49847381,42.7066947,100.7794724,0.541749056,15
2023/4/9 7:45,3221,11.1068608,49.46004678,100.9075875,0.543147012,16
2023/4/9 8:00,1731,12.99352783,56.01144192,101.2794318,0.593630177,17
2023/4/9 8:15,3465,26.50079868,41.15003025,101.8363889,0.479363807,24
2023/4/9 8:30,3304,18.90765179,32.58412216,101.8718147,0.405865053,25
2023/4/9 8:45,3129,7.605373146,38.82093128,101.3725699,0.552993889,26
2023/4/9 9:00,3092,21.45929489,42.7775529,100.4639506,0.56162858,26
2023/4/9 9:15,2656,5.455267806,52.6527102,100.8358914,0.537419931,12
2023/4/9 9:30,2129,17.41138091,53.36731843,101.3241458,0.454494043,12
2023/4/9 9:45,2331,10.65632424,48.48213076,102.0680673,0.37207529,13
2023/4/9 10:00,2748,19.43886861,58.93945659,101.8829089,0.543609176,13
2023/4/9 10:15,2032,5.957758859,51.71091174,100.7488221,0.511142536,11
2023/4/9 10:30,1643,9.331226343,43.55788242,100.0806463,0.65090229,10
2023/4/9 10:45,3163,12.42252443,55.92912161,101.6576624,0.408923334,10
2023/4/9 11:00,3159,21.50271516,46.14732611,101.6426259,0.471657882,9
2023/4/9 11:15,3445,22.56161204,31.97584083,101.868024,0.531969045,9
2023/4/9 11:30,2983,13.92067436,34.97414844,101.1942428,0.504436145,9
2023/4/9 11:45,2064,11.57328941,64.69219543,101.7696389,0.309165724,9
2023/4/9 12:00,2292,17.78438658,54.99751015,101.9777526,0.637887906,9
2023/4/9 12:15,2908,10.66418523,39.64405368,100.7693863,0.539680846,9
2023/4/9 12:30,1589,21.9432079,54.89187027,101.1272075,0.46738201,9
2023/4/9 12:45,1514,16.34327926,59.41666686,102.0183672,0.575934635,9
2023/4/9 13:00,1875,14.05697976,61.82976322,102.2559529,0.588318795,9
2023/4/9 13:15,2729,9.407272201,59.2151406,100.6654207,0.466393743,9
2023/4/9 13:30,2105,12.87884854,41.41032935,102.2031555,0.3251066,9
2023/4/9 13:45,3419,13.30702919,53.96753028,101.2072461,0.476632052,9
2023/4/9 14:00,2985,13.30977769,61.7380704,100.2286219,0.354610344,9
2023/4/9 14:15,2053,17.95732841,50.23831311,100.260819,0.506949712,8
2023/4/9 14:30,2847,17.36723911,45.52240457,101.036143,0.490957391,8
2023/4/9 14:45,2249,19.80685129,39.54555668,102.0268876,0.525535687,8
2023/4/9 15:00,3286,18.52625309,43.39568156,101.6268581,0.363086994,9
2023/4/9 15:15,1544,23.9114807,34.20356076,101.2895272,0.577683546,9
